,administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
10415,1.0,26.5,0,0.0,1.0,0.0,0.2,0.2,0.0,Sep,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
10416,8.0,378.125,1,294.0,32.0,1370.0,0.0059,0.016,18.0,Nov,MACOS,Safari,North America,Google search,Returning_Visitor,False,True
10417,0.0,0.0,0,0.0,5.0,97.0,0.0,0.05,0.0,Dec,Windows,Mozilla Firefox,North America,Facebook ads,Returning_Visitor,False,False
10418,0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Jul,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
10419,2.0,28.0,0,0.0,15.0,768.0,0.0,0.022,0.0,Nov,Android,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
10420,0.0,0.0,0,0.0,21.0,1481.0,0.01,0.017,0.0,May,Windows,Microsoft Edge,North America,Google search,Returning_Visitor,False,False
10421,0.0,0.0,0,0.0,12.0,134.0,0.0,0.053,0.0,Dec,Windows,Google Chrome,Asia,Google search,Returning_Visitor,False,False
10422,0.0,,0,0.0,14.0,735.0,0.0,0.031,0.0,Dec,Windows,Google Chrome,Southern Africa,Facebook ads,Returning_Visitor,False,False
10423,0.0,0.0,0,0.0,32.0,2114.0,0.0107,0.012,0.0,Nov,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
10424,0.0,0.0,0,0.0,3.0,84.0,0.0,0.025,0.0,May,Windows,Mozilla Firefox,North America,Google search,Returning_Visitor,False,False
10425,0.0,,0,0.0,13.0,217.0,0.0171,0.027,0.0,Jul,Windows,Google Chrome,Oceania,Twitter,Returning_Visitor,False,False
10426,0.0,0.0,0,,14.0,554.0,0.0133,0.029,35.2,May,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,True
10427,0.0,0.0,0,0.0,,128.0,0.0,0.024,0.0,Dec,Windows,Sogou Explorer,Northern Africa,Tik Tok ads,Other,False,False
10428,0.0,0.0,0,0.0,3.0,94.0,0.0,0.1,0.0,May,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,True,False
10429,0.0,0.0,0,0.0,14.0,477.0,0.0,0.022,0.0,Feb,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
10430,3.0,49.6,0,0.0,25.0,272.0,0.0,0.029,10.6,Jul,Windows,Google Chrome,Africa,Instagram Page,New_Visitor,True,True
10431,3.0,213.75,0,0.0,21.0,879.0,0.0055,0.025,21.4,Dec,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
10432,0.0,,0,0.0,7.0,134.0,0.0,0.033,0.0,Mar,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
10433,15.0,311.1333333,0,0.0,92.0,3502.0,0.0,0.007,0.0,May,Windows,Microsoft Edge,Southern Africa,Google search,Returning_Visitor,False,False
10434,5.0,29.5,0,0.0,47.0,,0.0,0.02,0.0,Dec,Windows,Microsoft Edge,Africa,Google search,Returning_Visitor,True,False
10435,4.0,434.25,0,0.0,24.0,2062.0,0.0,0.005,22.0,Dec,Windows,Google Chrome,Africa,Google search,New_Visitor,False,True
10436,0.0,0.0,0,0.0,11.0,422.0,0.0138,0.042,0.0,Nov,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
10437,6.0,357.5,0,0.0,24.0,180.0,0.0,0.014,0.0,May,Windows,Internet Explorer,North America,Google search,Returning_Visitor,False,False
10438,10.0,754.0,0,,65.0,9665.0,0.0,0.007,0.0,May,Windows,Google Chrome,Oceania,Google search,Returning_Visitor,False,False
10439,7.0,63.33333333,0,0.0,52.0,2766.0,0.0053,0.019,19.2,May,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,True
10440,4.0,66.0,3,100.75,8.0,260.0,0.0273,0.027,0.0,Nov,MACOS,Safari,South America,Google search,Returning_Visitor,True,False
10441,0.0,0.0,0,0.0,4.0,19.0,0.0133,0.04,0.0,Dec,Windows,Google Chrome,North America,Youtube channel,Returning_Visitor,False,False
10442,5.0,,0,0.0,2.0,196.0,0.0,0.033,0.0,May,Windows,Google Chrome,South America,Bing search,Returning_Visitor,False,False
10443,4.0,221.2947847,5,87.63333333,34.0,4290.0,0.0077,0.027,0.0,Nov,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
10444,4.0,,0,0.0,16.0,353.0,0.0,0.044,0.0,Mar,Windows,Google Chrome,Oceania,Google search,New_Visitor,False,False
10445,0.0,0.0,0,,11.0,103.0,0.14,0.145,0.0,Dec,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
10446,13.0,333.15,7,82.33333333,49.0,6813.0,0.0029,0.014,48.1,Nov,MACOS,Safari,North America,Google search,Returning_Visitor,False,True
10447,0.0,0.0,0,0.0,16.0,67.0,0.0,0.015,0.0,Jul,iOS,Safari,North America,Bing search,Returning_Visitor,True,False
10448,1.0,0.0,0,0.0,3.0,51.0,0.0,0.017,0.0,Dec,Windows,Google Chrome,Africa,Facebook ads,Returning_Visitor,True,False
10449,1.0,66.0,1,19.0,81.0,2766.0,0.004,0.029,8.6,Nov,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,False,True
10450,3.0,73.2,0,0.0,5.0,171.0,0.0,0.011,0.0,Aug,Windows,Microsoft Edge,North America,Instagram Page,New_Visitor,False,False
10451,,65.66666667,4,188.5,173.0,5417.0,0.0159,0.027,4.0,Nov,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,True,True
10452,0.0,0.0,0,0.0,17.0,751.0,0.0,0.012,0.0,Dec,Windows,Google Chrome,North America,Facebook page,Returning_Visitor,False,False
10453,4.0,149.5,0,0.0,7.0,695.0,0.0,0.011,0.0,May,Windows,Google Chrome,Asia,Twitter,New_Visitor,False,False
10454,4.0,145.625,3,887.4,7.0,634.0,0.0013,0.011,0.0,Aug,Windows,Mozilla Firefox,Northern Africa,Bing search,Returning_Visitor,False,False
10455,,51.0,0,0.0,48.0,570.0,0.0057,0.025,0.0,May,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
10456,3.0,91.2,1,85.0,115.0,3552.0,0.0019,0.012,102.4,Nov,Windows,Microsoft Edge,North America,Facebook ads,Returning_Visitor,False,True
10457,5.0,51.1,0,0.0,3.0,202.0,0.05,0.088,0.0,Oct,MACOS,Safari,Asia,Facebook ads,Returning_Visitor,True,True
10458,5.0,224.5,4,51.0,21.0,407.0,0.0,0.016,0.0,Dec,Windows,Mozilla Firefox,Northern Africa,Google search,Returning_Visitor,False,False
10459,3.0,527.0,0,0.0,16.0,488.0,0.0,0.02,0.0,Dec,Windows,Google Chrome,Eastern Europe,Youtube ads,New_Visitor,False,False
10460,0.0,0.0,0,0.0,,352.0,0.0,0.008,0.0,May,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,False,False
10461,6.0,171.2,1,0.0,14.0,374.0,0.0,0.007,22.8,Aug,Windows,Opera,Northern Africa,Google search,Returning_Visitor,False,True
10462,10.0,477.9,3,205.75,85.0,3790.0,0.0045,0.012,0.0,Nov,Android,Google Chrome,Asia,Youtube channel,Returning_Visitor,False,False
10463,6.0,459.5666667,0,0.0,,146.0,0.0,0.014,0.0,Nov,Android,Google Chrome,Asia,Google search,New_Visitor,False,False
10464,4.0,85.25,0,0.0,127.0,2372.0,0.0008,0.001,0.0,Jul,Windows,Google Chrome,Northern Africa,Google search,New_Visitor,False,False
10465,2.0,43.0,0,0.0,19.0,1208.0,0.0,0.017,0.0,May,Windows,Google Chrome,South America,Youtube ads,Returning_Visitor,False,False
10466,0.0,,0,0.0,1.0,0.0,0.2,0.2,0.0,May,Windows,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,False,False
10467,0.0,0.0,0,0.0,8.0,141.0,0.0909,0.058,0.0,May,MACOS,Safari,Eastern Europe,Bing search,Returning_Visitor,False,False
10468,3.0,32.5,1,7.0,26.0,1428.0,0.0071,0.008,9.4,Mar,Windows,Google Chrome,Africa,Google search,Returning_Visitor,True,True
10469,0.0,0.0,0,0.0,57.0,3774.0,0.0017,0.018,0.0,Aug,Windows,Mozilla Firefox,Western Europe,Instagram ads,Returning_Visitor,False,False
10470,1.0,17.0,0,0.0,19.0,626.0,0.0034,0.033,17.3,May,Windows,Internet Explorer,Oceania,Bing search,Returning_Visitor,True,False
10471,1.0,46.0,0,0.0,7.0,12.0,0.0,0.022,0.0,Mar,Windows,Google Chrome,Northern Africa,Facebook ads,Returning_Visitor,True,False
10472,0.0,0.0,0,0.0,4.0,6.0,0.0,0.075,0.0,Nov,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
10473,8.0,38.75,0,0.0,47.0,3303.0,0.0027,0.018,0.0,Nov,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
10474,0.0,0.0,0,0.0,8.0,,0.0286,0.057,0.0,Dec,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
10475,1.0,20.3,0,0.0,32.0,2282.0,0.0,0.019,7.7,Dec,Windows,Mozilla Firefox,Asia,Instagram ads,Returning_Visitor,False,False
10476,4.0,52.2,0,0.0,5.0,176.0,0.0222,0.077,0.0,Sep,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
10477,1.0,30.5,0,0.0,15.0,440.0,0.0,0.001,0.0,Nov,Windows,Google Chrome,North America,Youtube channel,New_Visitor,True,False
10478,10.0,154.0,0,0.0,10.0,154.0,0.0,0.017,0.0,Nov,Android,Google Chrome,Northern Africa,Direct Traffic,Returning_Visitor,False,False
10479,,75.4,0,0.0,19.0,1054.0,0.0115,0.027,0.0,Nov,Windows,Google Chrome,North America,Twitter,Returning_Visitor,False,False
10480,9.0,157.0,0,0.0,18.0,883.0,0.0,0.045,0.0,Mar,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
10481,6.0,345.0,0,0.0,139.0,2327.0,0.0,0.005,0.8,Nov,Windows,Mozilla Firefox,Northern Africa,Instagram ads,New_Visitor,True,True
10482,5.0,206.75,0,0.0,35.0,1748.0,0.0263,0.032,24.9,Dec,Android,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,True,False
10483,6.0,,2,94.0,54.0,2349.0,0.0,0.01,0.0,May,Windows,Google Chrome,South America,Bing search,Returning_Visitor,False,False
10484,3.0,,4,65.25,44.0,2743.0,0.0179,0.028,0.0,Dec,MACOS,Safari,Western Europe,Google search,Returning_Visitor,True,False
10485,0.0,0.0,0,0.0,2.0,0.0,0.2,0.2,0.0,May,Android,Google Chrome,Southern Africa,Instagram ads,Returning_Visitor,False,False
10486,0.0,0.0,0,0.0,3.0,,0.0,0.04,0.0,Mar,iOS,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
10487,0.0,0.0,0,0.0,20.0,965.0,0.0167,0.039,0.0,May,MACOS,Safari,South America,Google search,Returning_Visitor,True,False
10488,6.0,252.0,3,42.0,287.0,7066.0,0.0126,0.021,2.9,May,MACOS,Safari,South America,Facebook ads,Returning_Visitor,True,True
10489,0.0,0.0,0,0.0,4.0,304.0,0.0,0.05,0.0,Dec,Windows,Google Chrome,Western Europe,Twitter,Returning_Visitor,False,False
10490,3.0,319.0,1,0.0,4.0,615.0,0.0,0.02,0.0,Mar,Android,Google Chrome,Asia,Affiliate marketing,Returning_Visitor,False,False
10491,2.0,22.5,1,32.5,148.0,4069.0,0.0078,0.026,0.0,Nov,Windows,Google Chrome,Africa,Google search,Returning_Visitor,True,False
10492,3.0,79.5,0,0.0,19.0,574.0,0.0087,0.011,0.0,May,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,False,False
10493,0.0,0.0,0,0.0,26.0,652.0,0.0187,0.045,0.0,Mar,Windows,Google Chrome,Northern Africa,Facebook ads,Returning_Visitor,False,False
10494,0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Oct,MACOS,Safari,North America,Google search,New_Visitor,False,False
10495,0.0,0.0,0,0.0,2.0,328.0,0.0,0.1,0.0,Feb,Android,Google Chrome,North America,Google search,Returning_Visitor,False,False
10496,0.0,0.0,0,0.0,5.0,716.0,0.0,0.05,0.0,May,Windows,Mozilla Firefox,Asia,Google search,Returning_Visitor,False,False
10497,0.0,0.0,0,0.0,2.0,27.0,0.0,0.04,0.0,Dec,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
10498,0.0,0.0,0,0.0,12.0,199.0,0.0854,0.124,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
10499,0.0,0.0,0,0.0,,669.0,0.0,0.007,54.1,Nov,Windows,Google Chrome,Africa,Bing search,Returning_Visitor,False,True
10500,6.0,89.5,0,0.0,31.0,1420.0,0.0,0.005,0.0,Dec,Windows,Google Chrome,Asia,Youtube channel,New_Visitor,False,False
10501,1.0,11.0,0,0.0,59.0,2306.0,0.0,0.008,151.4,Dec,Windows,Google Chrome,Northern Africa,Youtube channel,New_Visitor,False,True
10502,5.0,188.4666667,1,13.0,65.0,4535.0,0.0185,0.043,13.3,May,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,True
10503,0.0,0.0,0,0.0,10.0,324.0,0.0,0.006,0.0,May,Windows,Mozilla Firefox,Western Europe,Bing search,Returning_Visitor,False,False
10504,0.0,0.0,0,0.0,46.0,1191.0,0.0105,0.042,0.0,Mar,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,True,False
10505,0.0,0.0,0,0.0,62.0,1515.0,0.0043,0.017,0.0,Dec,Windows,Google Chrome,North America,Youtube channel,Returning_Visitor,False,False
10506,0.0,0.0,0,0.0,19.0,277.0,0.0158,0.071,0.0,May,MACOS,Safari,North America,Twitter,Returning_Visitor,False,False
10507,4.0,16.0,0,0.0,19.0,536.0,0.0,0.009,0.0,May,MACOS,Safari,Western Europe,Bing search,Returning_Visitor,True,False
10508,2.0,69.5,0,0.0,36.0,753.0,0.0,0.01,42.3,Dec,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,False,False
10509,1.0,41.5,0,0.0,8.0,,0.0,0.02,0.0,Aug,Ubuntu,Safari,Western Europe,Instagram ads,New_Visitor,False,False
10510,0.0,0.0,0,,1.0,0.0,0.2,0.2,0.0,May,MACOS,Safari,South America,Bing search,Returning_Visitor,False,False
10511,5.0,75.53333333,0,0.0,34.0,1961.0,0.017,0.026,0.0,May,Windows,Internet Explorer,Northern Africa,Bing search,Returning_Visitor,False,False
10512,2.0,195.2,0,0.0,43.0,1392.0,0.0044,0.025,0.0,Aug,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
10513,4.0,231.75,0,0.0,27.0,767.0,0.015,0.024,1.5,Dec,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
10514,1.0,22.8,0,0.0,15.0,885.0,0.0229,0.033,0.0,Jul,Windows,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,False,False
10515,2.0,45.0,0,0.0,12.0,400.0,0.0,0.002,0.0,Oct,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,False,True
10516,4.0,38.0,0,0.0,7.0,83.0,0.0,0.01,0.0,May,MACOS,Safari,North America,Instagram ads,New_Visitor,False,False
10517,7.0,163.1,2,39.2,142.0,10187.0,0.0,0.003,0.0,Nov,Windows,Google Chrome,Southern Africa,Instagram ads,Returning_Visitor,False,False
10518,,0.0,0,0.0,13.0,277.0,0.0,0.022,0.0,Mar,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
10519,7.0,211.0,0,0.0,23.0,1421.0,0.0,0.004,0.0,Dec,Windows,Google Chrome,North America,Google search,New_Visitor,False,False
10520,3.0,52.5,0,0.0,11.0,117.0,0.0,0.005,0.0,May,MACOS,Safari,North America,Google search,New_Visitor,False,False
10521,5.0,124.35,0,0.0,73.0,4641.0,0.0031,0.007,8.1,May,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,True,False
10522,0.0,0.0,0,0.0,23.0,422.0,0.0,0.006,0.0,Nov,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
10523,1.0,72.6,0,0.0,44.0,638.0,0.0,0.006,42.1,Jul,Windows,Google Chrome,Africa,Bing search,New_Visitor,False,False
10524,9.0,127.6666667,0,0.0,27.0,516.0,0.0,0.018,0.0,Sep,Android,Google Chrome,Southern Africa,Instagram ads,Returning_Visitor,False,False
10525,1.0,28.2,0,0.0,3.0,54.0,0.0,0.05,0.0,Aug,Windows,Mozilla Firefox,Southern Africa,Bing search,New_Visitor,False,False
10526,0.0,0.0,0,0.0,1.0,100.0,0.0,0.1,0.0,Dec,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
10527,0.0,0.0,0,0.0,8.0,531.0,0.015,0.057,0.0,May,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
10528,0.0,,0,0.0,2.0,5.0,0.1667,0.133,0.0,May,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
10529,12.0,116.2214216,0,0.0,138.0,2515.0,0.002,0.006,12.2,Nov,Windows,Microsoft Edge,Africa,Facebook ads,Returning_Visitor,True,False
10530,,0.0,0,0.0,11.0,577.0,0.0,0.02,0.0,May,Windows,Internet Explorer,North America,Instagram ads,Returning_Visitor,False,False
10531,,0.0,0,0.0,6.0,1642.0,0.0,0.011,0.0,Nov,MACOS,Safari,Asia,Affiliate marketing,Returning_Visitor,False,False
10532,0.0,0.0,0,0.0,,20.0,0.0,0.1,0.0,May,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,True,False
10533,5.0,1041.04,4,226.5,9.0,162.0,0.0,0.006,0.0,Dec,Android,Google Chrome,North America,Google search,Returning_Visitor,False,False
10534,0.0,0.0,0,0.0,22.0,485.0,0.025,0.057,0.0,May,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
10535,0.0,0.0,0,0.0,5.0,127.0,0.05,0.075,0.0,Mar,Android,Google Chrome,Eastern Europe,Affiliate marketing,Returning_Visitor,True,False
10536,1.0,15.0,1,225.0,17.0,296.0,0.0,0.019,17.3,May,Windows,Google Chrome,Eastern Europe,Twitter,Returning_Visitor,False,True
10537,7.0,52.5,2,403.0,56.0,6200.0,0.0,0.004,13.8,Dec,Windows,Mozilla Firefox,Asia,Google search,New_Visitor,False,True
10538,0.0,0.0,1,0.0,79.0,1035.0,0.0391,0.097,0.0,May,Windows,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,False,False
10539,1.0,7.0,0,0.0,25.0,408.0,0.0185,0.045,0.0,May,MACOS,Safari,Eastern Europe,Bing search,Returning_Visitor,False,False
10540,1.0,0.0,4,164.0,,661.0,0.0,0.016,18.8,May,Windows,Google Chrome,Asia,Google search,Returning_Visitor,False,True
10541,0.0,0.0,1,19.0,7.0,14.0,0.0157,0.04,0.0,Mar,Android,Google Chrome,Africa,Youtube ads,Returning_Visitor,True,False
10542,3.0,34.0,0,0.0,35.0,569.0,0.0,0.008,7.2,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,True
10543,3.0,210.0,0,0.0,21.0,709.0,0.0,0.013,0.0,Mar,MACOS,Safari,Western Europe,Google search,Returning_Visitor,False,False
10544,0.0,,0,0.0,62.0,594.0,0.0047,0.027,0.0,Nov,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,True,False
10545,0.0,0.0,0,0.0,15.0,582.0,0.0071,0.068,0.0,Nov,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,True,False
10546,0.0,0.0,0,0.0,8.0,126.0,0.0,0.029,0.0,May,MACOS,Google Chrome,North America,Google search,Returning_Visitor,False,False
10547,1.0,10.0,0,0.0,15.0,2636.0,0.0,0.04,0.0,Mar,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
10548,0.0,0.0,0,0.0,23.0,592.0,0.0294,0.051,0.0,May,Android,Internet Explorer,North America,Bing search,Returning_Visitor,False,False
10549,1.0,,0,0.0,21.0,801.0,0.0303,0.05,78.9,Mar,Android,Google Chrome,Africa,Facebook ads,Returning_Visitor,False,True
10550,3.0,36.0,0,0.0,18.0,827.0,0.0142,0.035,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
10551,0.0,0.0,0,0.0,5.0,240.0,0.0,0.05,86.2,Oct,MACOS,Safari,Northern Africa,Bing search,Returning_Visitor,True,True
10552,6.0,103.1119667,0,,110.0,4811.0,0.0106,0.043,5.1,May,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,False
10553,0.0,0.0,0,0.0,8.0,568.0,0.0,0.011,43.3,Dec,MACOS,Google Chrome,Asia,Youtube channel,New_Visitor,False,True
10554,0.0,0.0,0,0.0,14.0,673.0,0.0454,0.057,0.0,Dec,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
10555,4.0,73.8,0,,40.0,676.0,0.0,0.007,0.0,Sep,Windows,Google Chrome,Eastern Europe,Google search,New_Visitor,False,True
10556,0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Nov,Windows,Google Chrome,North America,Affiliate marketing,Returning_Visitor,False,False
10557,0.0,0.0,0,0.0,8.0,1181.0,0.0,0.017,0.0,Mar,Windows,Google Chrome,Africa,Instagram ads,Returning_Visitor,True,False
10558,0.0,0.0,0,0.0,,5.0,0.2,0.2,0.0,June,MACOS,Samsung Internet,Asia,Facebook ads,Returning_Visitor,True,False
10559,2.0,46.0,0,0.0,12.0,135.0,0.0079,0.03,0.0,Mar,Windows,Google Chrome,North America,Twitter,Returning_Visitor,True,False
10560,4.0,78.4,0,0.0,61.0,1888.0,0.0501,0.044,0.0,Nov,Android,Google Chrome,Southern Africa,Youtube ads,Returning_Visitor,False,False
10561,0.0,0.0,0,0.0,11.0,1192.0,0.0,0.022,0.0,Mar,MACOS,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,True,False
10562,0.0,0.0,0,0.0,4.0,32.0,0.1,0.125,0.0,Nov,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,True,False
10563,10.0,478.3333333,2,67.6,37.0,566.0,0.0,0.004,0.0,Oct,Windows,Google Chrome,North America,Bing search,New_Visitor,False,False
10564,1.0,92.0,0,0.0,11.0,289.0,0.0,0.0,0.0,May,Windows,Google Chrome,South America,Google search,New_Visitor,False,False
10565,0.0,0.0,0,0.0,5.0,287.0,0.0222,0.06,0.0,Mar,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,False,False
10566,0.0,0.0,0,0.0,3.0,12.0,0.0,0.05,0.0,Nov,Windows,Google Chrome,Africa,Facebook ads,Returning_Visitor,False,False
10567,0.0,0.0,1,39.2,42.0,1482.0,0.0186,0.023,0.0,Aug,Android,Google Chrome,Asia,Youtube ads,Returning_Visitor,False,False
10568,0.0,0.0,0,0.0,8.0,170.0,0.0,0.014,0.0,Dec,MACOS,Safari,North America,Google search,Returning_Visitor,False,True
10569,0.0,0.0,0,0.0,21.0,1403.0,0.0122,0.03,0.0,Mar,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
10570,2.0,88.0,0,0.0,24.0,566.0,0.0093,0.014,28.1,Oct,MACOS,Samsung Internet,North America,Instagram ads,New_Visitor,False,True
10571,0.0,0.0,0,0.0,2.0,138.0,0.0,0.1,0.0,May,MACOS,Google Chrome,Northern Africa,Direct Traffic,Returning_Visitor,True,False
10572,0.0,0.0,0,0.0,12.0,370.0,0.0,0.003,39.8,May,Windows,Google Chrome,North America,Bing search,New_Visitor,True,False
10573,6.0,444.5,1,0.0,31.0,2460.0,0.0,0.004,0.0,May,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
10574,3.0,41.33333333,3,667.75,,822.0,0.0027,0.008,5.5,Mar,MACOS,Safari,North America,Google search,Returning_Visitor,True,True
10575,2.0,0.0,0,0.0,19.0,1147.0,0.0054,0.015,15.2,Nov,MACOS,Safari,North America,Tik Tok ads,New_Visitor,False,True
10576,0.0,0.0,0,0.0,2.0,28.0,0.0,0.05,0.0,May,iOS,Safari,Western Europe,Twitter,Returning_Visitor,False,False
10577,16.0,238.55,1,0.0,,4875.0,0.0014,0.016,0.5,Oct,Windows,Mozilla Firefox,North America,Google search,Returning_Visitor,False,False
10578,2.0,27.0,0,0.0,7.0,173.0,0.0286,0.074,0.0,May,MACOS,Safari,North America,Instagram Page,Returning_Visitor,False,False
10579,0.0,,0,,83.0,1994.0,0.0076,0.01,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
10580,1.0,4.0,0,0.0,4.0,60.0,0.05,0.084,0.0,Mar,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
10581,0.0,0.0,0,0.0,13.0,142.0,0.0222,0.047,0.0,Nov,MACOS,Safari,Western Europe,Google search,Returning_Visitor,False,False
10582,1.0,0.0,0,0.0,5.0,153.0,0.04,0.04,0.0,Aug,Android,Google Chrome,Western Europe,Instagram ads,New_Visitor,True,False
10583,1.0,0.0,0,0.0,16.0,878.0,0.0,0.014,0.0,May,MACOS,Samsung Internet,Asia,Twitter,Returning_Visitor,False,False
10584,0.0,0.0,0,0.0,16.0,509.0,0.0048,0.043,55.4,Dec,Windows,Google Chrome,Northern Africa,Affiliate marketing,Returning_Visitor,True,True
10585,12.0,182.29,2,634.75,48.0,1660.0,0.0016,0.009,0.0,Nov,MACOS,Google Chrome,Oceania,Instagram ads,Returning_Visitor,False,True
10586,0.0,0.0,0,0.0,5.0,51.0,0.0667,0.133,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
10587,17.0,744.5933333,0,0.0,48.0,1446.0,0.0032,0.018,15.1,Oct,Windows,Google Chrome,Africa,Google search,Returning_Visitor,False,False
10588,5.0,79.625,0,0.0,2.0,148.0,0.0,0.05,0.0,May,Windows,Google Chrome,Asia,Facebook ads,New_Visitor,True,False
10589,1.0,20.75,0,0.0,30.0,2122.0,0.0,0.017,42.6,Dec,Windows,Google Chrome,Western Europe,Tik Tok ads,New_Visitor,False,False
10590,0.0,0.0,0,0.0,14.0,867.0,0.028,0.04,0.0,Nov,Windows,Google Chrome,Southern Africa,Instagram ads,Returning_Visitor,False,True
10591,2.0,64.5,0,0.0,2.0,20.0,0.0,0.04,0.0,Mar,Android,Google Chrome,Western Europe,Google search,New_Visitor,False,False
10592,6.0,76.08,0,0.0,95.0,3780.0,0.0065,0.021,0.0,Nov,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
10593,0.0,0.0,0,0.0,6.0,248.0,0.0,0.067,0.0,Nov,Windows,Google Chrome,Oceania,Twitter,Returning_Visitor,False,True
10594,0.0,0.0,0,0.0,12.0,326.0,0.0,0.017,0.0,Dec,Windows,Opera,South America,Google search,New_Visitor,False,False
10595,7.0,281.25,4,163.8,16.0,362.0,0.0,0.035,0.0,Nov,Windows,Google Chrome,South America,Google search,Returning_Visitor,False,False
10596,0.0,0.0,0,0.0,13.0,1933.0,0.0,0.017,49.8,Nov,Windows,Opera,South America,Instagram Page,New_Visitor,True,True
10597,,0.0,0,0.0,12.0,103.0,0.0,0.004,0.0,Aug,Android,Google Chrome,North America,Google search,Returning_Visitor,False,False
10598,6.0,104.1666667,0,0.0,15.0,430.0,0.0,0.002,0.0,Oct,Windows,Google Chrome,North America,Google search,New_Visitor,False,False
10599,1.0,38.3,0,0.0,8.0,188.0,0.0471,0.067,0.0,Jul,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,False,False
10600,0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Mar,Windows,Sogou Explorer,Northern Africa,Tik Tok ads,Returning_Visitor,False,False
10601,0.0,0.0,0,0.0,8.0,58.0,0.0,0.014,0.0,Mar,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
